review,sentiment
"leto? Najprej je bil samo Čas. In kadar ni vedel, kaj $ nesreči kar odgriznil. »Tpfej!« je Čas izpljunil rep iz gobca. »Živijo! $ me pa zabavaj!« je ukazal Čas. »To pa lahko,« je rekel",0
"gubice. »Odslej mi je ime Leto,« je slovesno izjavil. »Spoštovani Čas, $ da si ogledate moje dneve.« Leto se je spretno zvilo v $ dni, je začel nevljudno zehati. Leto se je ustavilo: »Kaj pa",1
"ne maram, pa bi vzela ježa! se oglasi najstarejša zaničljivo. - $ se deček spremeni v ježka. Jež pa nima mesta pri hiši. $ tudi on mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem $ priliki. Komaj mati reče sinu ježek, že se deček spremeni v $ že se deček spremeni v ježka. Jež pa nima mesta pri $ pri hiši. Zato je tudi ježek-Janček odšel v gozd, tam si $ hruško. Grof počiva pod hruško, ježek-Janček pa si prične lepo žvižgati. $ žvižgati. - Kaj pa ti, ježek? ga vpraša grof. Zakaj si $ Lahko sem vesel, mu odgovori ježek-Janček, ker dobro vem, da vi $ ni mogel iz velikega gozda. Ježek mu pokaže pot prav do $ prav do doma. Drugi dan Janček-ježek že navsezgodaj pred grofov grad. $ Dobro jutro! Dobro jutro! kriči Janček-ježek pred gradom. Po plačilo sem $ kaj naj napravijo, če pride ježek. Zato hitro zapro grajska vrata, $ kaj bo sedaj počel revček ježek. Na grajskem dvorišču se je $ se ustraši in zleti z ježkom vred na okno, pri katerem $ gospodične grofičice, se oglasi zdaj ježek na oknu s korajžnim glasom. $ sede na voz, vzame ženina Jančka-ježka na krilo in tako se $ pa stopijo pred oltar se ježek-Janček strese in pri priči spremeni $ se je sprehajal velik petelin. Ježek-Janček to vidi in mu skoči",1
" Mati mesi kruh. Mali Janček vedno $ mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem času pa $ tudi ob tej priliki. Komaj mati reče sinu ježek, že se",1
"pa se, da gre nekoč grof na lov in zablodi v $ sede prav pod ježevo hruško. Grof počiva pod hruško, ježek-Janček pa $ pa ti, ježek? ga vpraša grof. Zakaj si tako vesel? -",0
"bi vzela ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, de druga $ ženitev, prepusti ga meni, pravi najstarejša najmlajši sestrici nevesti. - Jaz",0
"zaničljivo. - Kralja čakam, de druga in se smeje. - Jaz $ ti si še otrok, pristavi druga. Janček pa vesel objame svojo",0
"si rešil mojega očeta, pravi najmlajša. Grof zapreže v najlepši voz",1
"pa zaklenili njo in eno mačko; samo lino so ji odprto $ vselej, ko nogo vzdigne, skoči mačka na lino in začne tako $ Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, $ vsi s pasjeglavci zmenjeni. Daj mački kos mesa, in kadar ga $ po njegovem svetu: dala je mački mesa, ji v hipu odrezala $ doli po zidu, vidi kosorepo mačko počasi in klavrno lesti po $ vršičkom dotikalo strehe, in videč mačko po drevesu priti do tal, $ domov in zagledajo kosorepo krvavo mačko. Brž uganejo, kaj je to,",0
"bi še kdaj prišla k očetu domov. Večkrat je mislila skozi $ mlada? jo nagovori dedec. K očetu bi šla rada, pravi deklica. $ ona pritekla že blizu do očetovega doma. Oče njen je imel $ je klicala ter klicala, pa očeta ni bilo in že je $ sekiro, ki jo je bil oče ravno prejšnji dan nasadil, in $ prvemu. Ko je drugo jutro oče kovač prišel žalosten domov, je",1
