review,sentiment
"Najprej je bil samo Čas. In kadar ni vedel, kaj početi, je lovil svoj rep.",0
»Tpfej!« je Čas izpljunil rep iz gobca.,0
"»No, prav, potem me pa zabavaj!« je ukazal Čas. »To pa lahko,« je rekel rep.",0
"»Odslej mi je ime Leto,« je slovesno izjavil.",1
"»Spoštovani Čas, vabim vas, da si ogledate moje dneve.« Leto se je spretno zvilo v kolut In zavrtelo dneve kot sličice v filmu.",1
"No ja, bilo je zanimivo prvič, drugič, petič, triindvajsetič, ampak ko si je Cas že dvestoštirinsedemdesetič ogledal tristošestinpetdeset popolnoma enakih črno-belih dni, je začel nevljudno zehati. Leto se je ustavilo: »Kaj pa je?",1
"- Še grofa ne maram, pa bi vzela ježa! se oglasi najstarejša zaničljivo.",1
"Komaj mati reče sinu ježek, že se deček spremeni v ježka. Jež pa nima mesta pri hiši.",1
"-Beži no, ježek! Pravi mati nejevolna.",1
"Komaj mati reče sinu ježek, že se deček spremeni v ježka.",1
"Komaj mati reče sinu ježek, že se deček spremeni v ježka. Jež pa nima mesta pri hiši.",1
"Zato je tudi ježek-Janček odšel v gozd, tam si je pod votlo hruško izkopal jamo in je v njej prebival sedem let.",1
"Grof počiva pod hruško, ježek-Janček pa si prične lepo žvižgati.",1
"- Kaj pa ti, ježek? ga vpraša grof.",1
"- Lahko sem vesel, mu odgovori ježek-Janček, ker dobro vem, da vi brez moje pomoči ne boste prišli iz tega gozda.",1
"Dolgo sta se pogajala, slednjič je moral grof le privoliti v tako plačilo, ker drugače ni mogel iz velikega gozda. Ježek mu pokaže pot prav do doma.",1
Drugi dan Janček-ježek že navsezgodaj pred grofov grad.,1
kriči Janček-ježek pred gradom.,1
"Grof pa je bil svojim hčerkam že prej naročil, kaj naj napravijo, če pride ježek. Zato hitro zapro grajska vrata, odpro okna in opazujejo, kaj bo sedaj počel revček ježek.",1
"Zato hitro zapro grajska vrata, odpro okna in opazujejo, kaj bo sedaj počel revček ježek. Na grajskem dvorišču se je sprehajal velik petelin.",1
"Petelin se ustraši in zleti z ježkom vred na okno, pri katerem so stale grofove hčerke.",1
"- Halo gospodične grofičice, se oglasi zdaj ježek na oknu s korajžnim glasom.",1
"Grof zapreže v najlepši voz iskre konje, hčerka nevesta sede na voz, vzame ženina Jančka-ježka na krilo in tako se odpeljejo k poroki.",1
Komaj pa stopijo pred oltar se ježek-Janček strese in pri priči spremeni v prekrasnega mladeniča.,1
Na grajskem dvorišču se je sprehajal velik petelin. Ježek-Janček to vidi in mu skoči –smuk- na hrbet.,1
Mati mesi kruh.,1
Pravi mati nejevolna.,1
"Komaj mati reče sinu ježek, že se deček spremeni v ježka.",1
"Zgodi pa se, da gre nekoč grof na lov in zablodi v gozdu.",0
"Slednjič ga zajame utrujenost in sede prav pod ježevo hruško. Grof počiva pod hruško, ježek-Janček pa si prične lepo žvižgati.",0
ga vpraša grof. Zakaj si tako vesel?,0
"se oglasi najstarejša zaničljivo. - Kralja čakam, de druga in se smeje.",0
"- Premlada si še za ženitev, prepusti ga meni, pravi najstarejša najmlajši sestrici nevesti.",0
"- Kralja čakam, de druga in se smeje.",0
"Saj ti si še otrok, pristavi druga. Janček pa vesel objame svojo nevestico in pravi: - Ti si me rešila ježeve kože.",0
"- Jaz pa te vzamem za moža zato, ker si rešil mojega očeta, pravi najmlajša. Grof zapreže v najlepši voz iskre konje, hčerka nevesta sede na voz, vzame ženina Jančka-ježka na krilo in tako se odpeljejo k poroki.",1
"Tam notri ni videla žive duše in le včasih pasjeglavce, ki so na noč zahajali domov, podnevi pa zaklenili njo in eno mačko; samo lino so ji odprto pustili, da je sonce sijalo skoznjo.",0
"Pa vselej, ko nogo vzdigne, skoči mačka na lino in začne tako jezno renčati in brusiti kremplje, da je bilo deklico strah.",0
"Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni.",0
"Daj mački kos mesa, in kadar ga bo pobirala, odreži ji rep, vrzi ga čez glavo devet komolcev daleč skozi lino in nič več ti ne bo branila.",0
"Storila je po njegovem svetu: dala je mački mesa, ji v hipu odrezala rep, ga vrgla devet komolcev daleč čez glavo in huda žival se je tiho potuhnila v kot.",0
"Deklica spleza precej v mraku skozi lino na streho, in ko ni vedela ne kam ne kod doli po zidu, vidi kosorepo mačko počasi in klavrno lesti po vrhu slemena na drugi konec poslopja.",0
"Leze za njo in pride do drevesa, ki se je z vršičkom dotikalo strehe, in videč mačko po drevesu priti do tal, pleza še ona in srečno uteče.",0
"Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo krvavo mačko. Brž uganejo, kaj je to, in dvanajst jih poišče sled in teče za ubežno deklico.",0
"Tam notri je venomer jokala in boga prosila, da bi še kdaj prišla k očetu domov.",1
"K očetu bi šla rada, pravi deklica.",1
Medtem je bila ona pritekla že blizu do očetovega doma.,1
"Dolgo je klicala ter klicala, pa očeta ni bilo in že je mislila pred kovačnico na klopi zaspati.",1
"Brž podpre vrata še bolj z železom, zasloni okno, v roke pa vzame široko sekiro, ki jo je bil oče ravno prejšnji dan nasadil, in pristopi k luknji, skozi katero je bila sama noter prišla.",1
"Ko je drugo jutro oče kovač prišel žalosten domov, je našel hčer in na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",1
"Tačas, ko so bili še pasjeglavci po teh krajih, je plela neki dan lepa deklica sama na njivi.",0
"Tam notri ni videla žive duše in le včasih pasjeglavce, ki so na noč zahajali domov, podnevi pa zaklenili njo in eno mačko; samo lino so ji odprto pustili, da je sonce sijalo skoznjo.",0
"Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni.",0
Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo krvavo mačko.,0
Kar ji na misel pride: Morda bi me zasledili pasjeglavci in še huje bi mi bilo.,0
"Komaj si notri oddahne in luč naredi, kar zasliši zunaj govoriti pasjeglavce. Po sledu so bili za njo prišli.",0
Kmalu izvohajo pasjeglavci to luknjo in eden prikaže pasjo glavo v kovačnico.,0
"Ko je drugo jutro oče kovač prišel žalosten domov, je našel hčer in na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",0
"Tačas, ko so bili še pasjeglavci po teh krajih, je plela neki dan lepa deklica sama na njivi.",1
"Tako niso mogli videti, na kateri smreki čepi skrita deklica. Bodli so torej s svojimi dolgimi sulicami ob deblih od smreke do smreke tako dolgo, da je po skorji nekega drevesa pritekla rdeča kri.",1
Obstopili so tisto smreko in jo izruvali; tako jim je deklica prišla v pest.,1
"Pa vselej, ko nogo vzdigne, skoči mačka na lino in začne tako jezno renčati in brusiti kremplje, da je bilo deklico strah.",1
"K očetu bi šla rada, pravi deklica. Kako boš šla, ali ne veš, da pasjeglavski grad nima vrat?",1
"Tako je mož dejal in izginil, da deklica ni vedela ne kdaj ne kam.",1
"Brž uganejo, kaj je to, in dvanajst jih poišče sled in teče za ubežno deklico. Medtem je bila ona pritekla že blizu do očetovega doma.",1
