"čakala, kaj bo. Kmalu se je privila izpod mize bela kača z lepo krono $ pa so božali in gladili lepega ptička. Ko se je kača najedla, je stresla $ glave in se spet izgubila v luknjo. Brž, ko je kača izginila, je mati $ je bil pri hiši tisti rod, ki je z belo kačo prijazno in lepo",1
"majhne imela je in kmetica je Bila otroke. Hodila je na $ in je imela majhne otroke. Hodila je na polje delat, otroke pa je puščala $ vse pojedli, zato jih je mati hvalila, dn so pridni. Otroci pa so rekli: $ je z otroki. Vendar se ji je čudno zdelo, da otroci pripovedujejo o lepem",1
"krone. Dala jo je v skrinjo, kjer so imeli prejo. Ded je pozimi prejo",1
"niso bili lačni. Vselej so vse pojedli, zato jih je mati hvalila, dn so $ ne jemo sami, k nam hodi tudi lep ptiček jest. Mati si je mislila, $ lepo krono na glavi ter se zvila najmlajšemu v naročje. Mati je bila vsa $ spet izgubila v luknjo. Brž, ko je kača izginila, je mati skočila v vežo",1
"Kdor si upa bodisi z močjo bodisi z zvijačo premagati zmaja, bo dobil ta $ bogato plačilo zraven. Vsa zemlja in ves kraj, kjer gospoduje zmaj, bo zmagovalčeva last, $ najpogumnejšega človeka je stresel mraz, če je v bližini zaslišal zmajev glas. Vendar so $ skupaj, ker v slogi je moč, in šli so nad zmaja. Vzamejo silnega bika $ kavelj in se zapne v mehko meso. Zdaj zgrabi ujeti zmaj ubogo žival z",0
rajši po bližnjih hribih in gričih. Veselo prepevaje je gnal pastir svojo čredo na $ kraju svoje življenje. Veselo petje in vriskanje zadovoljnih in brezskrbnih pastirjev se je razlegalo,1
"in odkrižati nevarnega, neusmiljenega roparja? To je bilo težko vprašanje. Poglavar je najpogumnejšemu izmed $ je nekaj pogumnih korenjakov, ki so šli na nevaren lov. Poglavar je namreč rekel:",1
"na noč zahajali domov, podnevi pa zaklenili njo in eno mačko; samo lino so $ strehe skočiti na tla. Pa vselej, ko nogo vzdigne, skoči mačka na lino in $ žival ne pusti, pravi ona. Zato ne pusti, ker ima mačka v repu devet $ devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni. Daj mački kos mesa, in $ kdaj ne kam. Storila je po njegovem svetu: dala je mački mesa, ji v $ vedela ne kam ne kod doli po zidu, vidi kosorepo mačko počasi in klavrno $ drevesa, ki se je z vršičkom dotikalo strehe, in videč mačko po drevesu priti $ je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo krvavo mačko. Brž uganejo, kaj",0
"jokala in boga prosila, da bi še kdaj prišla k očetu domov. Večkrat je $ pred seboj. Kaj ti je mlada? jo nagovori dedec. K očetu bi šla rada, $ ubežno deklico. Medtem je bila ona pritekla že blizu do očetovega doma. Oče njen $ zato ni mogla noter. Dolgo je klicala ter klicala, pa očeta ni bilo in $ v roke pa vzame široko sekiro, ki jo je bil oče ravno prejšnji dan $ je vsakemu tako primerila kakor prvemu. Ko je drugo jutro oče kovač prišel žalosten",1
"še bili so ko Tačas, pasjeglavci po teh krajih, $ vrat. Tam notri ni videla žive duše in le včasih pasjeglavce, ki so na $ mačka v repu devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni. Daj mački $ še ona in srečno uteče. Noč se je bila storila; pasjeglavci pridejo domov in $ zaspati. Kar ji na misel pride: Morda bi me zasledili pasjeglavci in še huje $ si notri oddahne in luč naredi, kar zasliši zunaj govoriti pasjeglavce. Po sledu so $ luknji, skozi katero je bila sama noter prišla. Kmalu izvohajo pasjeglavci to luknjo in $ domov, je našel hčer in na klopi v kovačnici dvanajst pasjeglavcev, ki jih je",0
"še pasjeglavci po teh krajih, je plela neki dan lepa deklica sama na njivi. $ navzgor. Tako niso mogli videti, na kateri smreki čepi skrita deklica. Bodli so torej $ Obstopili so tisto smreko in jo izruvali; tako jim je deklica prišla v pest. $ začne tako jezno renčati in brusiti kremplje, da je bilo deklico strah. Nekoč posebno $ mlada? jo nagovori dedec. K očetu bi šla rada, pravi deklica. Kako boš šla, $ ne bo branila. Tako je mož dejal in izginil, da deklica ni vedela ne $ to, in dvanajst jih poišče sled in teče za ubežno deklico. Medtem je bila",1
"starega dedca pred seboj. Kaj ti je mlada? jo nagovori dedec. K očetu bi $ šla, ali ne veš, da pasjeglavski grad nima vrat? reče dedec. Vem, ali jaz",1
"dlaka stala pokonci kakor petelinu perje. Ustavil ga je šele volk: »Hej, kam tako $ me premagal zajec« »Dveh pa gotovo ne bo,« je menil volk. Sla sta pod $ se je postavil na zadnje noge in je videl zajca, volk pa ga ni $ postaviti. »Vidim, da ti moram pomagati,« je rekel kosmatinec, prijel volka, se postavil z $ krajev in se še do danes ni vrnil, pa tudi volkov ni več v $ vidiš tam za plotom? Mrcina, odgovori, ga vidiš ali ne?« Volk pa ni odgovoril,",0
"Oves je lepo zorel. To sta opazila tudi zajec in medved ter mnogokrat nepovabljena $ udaril po kamnu, ga skrivaj omočil in ga ponudil začudenemu medvedu pod nos: »Vidiš, $ majhna žaba, pa tak mojster. Zbežati bo treba,« je vzdihnil medved. Zajec je strigel $ spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal, medved pa ne. Mislil $ a zajčeve oči so vse bolj buljile. Naposled se je medved ojunačil in zbežal, $ pa ni odgovoril, ne zdaj, ne potem, ko ga je medved izpustil iz objema: $ več v naših gozdovih, kajti poslednjega je do smrti stisnil medved, ko mu je $ hodila v goste. Nekega večera sta se srečala v ovsu. Medved je zarenčal nad $ stisnil, da bo pritekla voda iz njega, tistega bodi oves!« Medved je zdrobil kamen $ sva, pojdiva na onile hribček k plotu in se spočijva.« Medved je smrčal, zajec $ je menil volk. Sla sta pod klanec gledat junaka zajčka. Medved se je postavil $ tako krepko ga je stisnil, da je bilo po njem. Medved je izbuljil oči,",0
"pogorišču oves. Oves je lepo zorel. To sta opazila tudi zajec in medved ter $ je zarenčal nad dolgouhcem: »Poberi se odtod, oves je moj!« Zajec je pomigal z $ hrana mi tekne!« Tako oblastno besedičenje je debeluhu zaprlo sapo, zajec pa je nadaljeval: $ onile hribček k plotu in se spočijva.« Medved je smrčal, zajec tudi. Zajec je $ da se mu nudi ugodna priložnost za beg. Pogledal je zajca in opazil, da $ oh, skoraj bi bilo po meni, skoraj bi me premagal zajec« »Dveh pa gotovo $ Medved se je postavil na zadnje noge in je videl zajca, volk pa ga $ junak, da še ni po meni, ko sem vendar z zajcem govoril in še $ je do smrti stisnil medved, ko mu je hotel pokazati zajca. Zato pa pri $ krempljev so mu švigale iskre, a voda le ni pritekla. Zajec je udaril po $ žaba, pa tak mojster. Zbežati bo treba,« je vzdihnil medved. Zajec je strigel z $ k plotu in se spočijva.« Medved je smrčal, zajec tudi. Zajec je res spal, $ bo,« je menil volk. Sla sta pod klanec gledat junaka zajčka. Medved se je",1
"dežele, ki je ležala na smrt bolna v neizmerno žalost kralja in vsega ljudstva. $ prepeljati na kraljev dvor. Tam poprosi, da ga peljejo pred kralja, ker je imeniten $ imeniten zdravnik iz tuje dežele ter hoče ozdraviti bolno kraljičino. Kralj ga je hitro",1
"sladko bodočnost. — Na vshodu je začel svitati beli dan. Vile so umolknile. Z $ on je slišal po noči, kako so se pogovarjale gorske Vile. Rekle so: »Tista kraljičina $ gotovo nas je poslušal kak črv pozemeljski!« Oglasi se neka Vila: »Da, da zares,",0
ljubljeni je umrl bratoma Dvema oče. Zapustil jima je,1
"denarja, da si ga sama razdelita na dva jednaka dela. Mlajši brat pravi starejšemu: »Pojdiva",1
"razdelita zapuščnino pred cerkvijo. Mlajši brat pa trdi svojo, no starejši prav tako svojeglavno $ bolje z u n a j cerkve, ostane vsa zapuščnina starejšemu. Šla sta iz $ le kaže kaj dobička. Ko sta ga zagledala, dejal je starejši brat mlajšemu: »Glej glej,",0
"pošteno razsoditi čudno stavo. Nista čakala dolgo, ko zagledata nekakega gospoda, ki jo je $ naravnost proti njima. Ali to ni bil zares kak posveten gospod, bil je sam $ starejši brat mlajšemu: »Glej glej, kako sva srečna! Onega le gospoda poprašava, pa bo",0
"in kratkočasijo med sabo gozdne Vile. Pogovarjale so se o kraljičini tiste dežele, ki $ brala z lica poslednjega meščana. Naš popotnik izve, da se kraljičina bori že s $ je imeniten zdravnik iz tuje dežele ter hoče ozdraviti bolno kraljičino. Kralj ga je",1
"pa s kolesom, ki ga je snel od voza nekega kmeta, ki je prejšnji",1
"pa bom pazil, da se ne prikrade v bližino kakšna lisica, ki bi jo nama",0
"kaj za pod zob. Prvi je po cesti prištorkljal star pastir, ki je gnal",0
"sta dejala, »da ima vaš voz troje koles in tudi kobilica vam nekam šepa. $ vzkliknil: »Čisto pravšnja je, kot vlita zanjo.« Ko je bila kobilica podkovana, se je",1
"rekel jutra nekega je svetu,« po skupaj »Pojdiva Anže tovarišu, ki je $ denarja, da bi si kupila brašna za na pot, je Anže vtaknil v žep $ popihala iz mesta, ne da bi se poslovila od domačih: Anže s podkvijo v $ kruliti v želodcu od lakote. Drugi dan pa je rekel Anže: »Počijva malo, da $ cesti prištorkljal star pastir, ki je gnal ovce na pašo. Anže mu je zastavil $ težkim košem na rami. »Zdaj pa ti poskusi srečo,« reče Anže prijatelju, ki je $ se ni zvrnil v jarek. »Tale bo pravi,« je rekel Anže in brž potegnil $ vasice. Nazadnje, ko sta se čutila na varnem, je rekel Anže: »Le kdo je $ srečala fanta. »Kaj bi po nepotrebnem brusila pete,« je rekel Anže. »Ubogajva starčka, leziva $ mimo sova, ki je v noči lovila. »Ježešna,« je vzkliknil Anže, »piška nama je $ pred nosom ugrabila.« In tako kot sta sklenila, je bil Anže na straži, njegov prijatelj $ kar pokalo v sklepih. Ko pa se je zdanilo, je Anžeta minil strah, pa se $ je lovila gospodinja, da jo bo spekla mlatičem za kosilo. Anže in njegov prijatelj pa",0
"Tok, tok, tok je udarjalo po cesti. Bil je ubog berač z leseno nogo $ prišel do tiste dežele, ki jo vidva iščeta,« je rekel berač. »Najbolje bo, da",0
"za moža. - Še grofa ne maram, pa bi vzela ježa! se oglasi najstarejša $ mati reče sinu ježek, že se deček spremeni v ježka. Jež pa nima mesta $ sili k njej, ker hoče tudi on mesiti. -Beži no, ježek! Pravi mati nejevolna. $ je zgodilo tudi ob tej priliki. Komaj mati reče sinu ježek, že se deček $ Komaj mati reče sinu ježek, že se deček spremeni v ježka. Jež pa nima $ ježka. Jež pa nima mesta pri hiši. Zato je tudi ježek-Janček odšel v gozd, $ in sede prav pod ježevo hruško. Grof počiva pod hruško, ježek-Janček pa si prične $ ježek-Janček pa si prične lepo žvižgati. - Kaj pa ti, ježek? ga vpraša grof. $ Zakaj si tako vesel? - Lahko sem vesel, mu odgovori ježek-Janček, ker dobro vem, $ v tako plačilo, ker drugače ni mogel iz velikega gozda. Ježek mu pokaže pot $ gozda. Ježek mu pokaže pot prav do doma. Drugi dan Janček-ježek že navsezgodaj pred $ Prišel je na ogledi. - Dobro jutro! Dobro jutro! kriči Janček-ježek pred gradom. Po $ svojim hčerkam že prej naročil, kaj naj napravijo, če pride ježek. Zato hitro zapro $ vrata, odpro okna in opazujejo, kaj bo sedaj počel revček ježek. Na grajskem dvorišču $ skoči –smuk- na hrbet. Petelin se ustraši in zleti z ježkom vred na okno, $ stale grofove hčerke. - Halo gospodične grofičice, se oglasi zdaj ježek na oknu s $ voz iskre konje, hčerka nevesta sede na voz, vzame ženina Jančka-ježka na krilo in $ se odpeljejo k poroki. Komaj pa stopijo pred oltar se ježek-Janček strese in pri $ revček ježek. Na grajskem dvorišču se je sprehajal velik petelin. Ježek-Janček to vidi in",1
" Mati mesi kruh. Mali $ njej, ker hoče tudi on mesiti. -Beži no, ježek! Pravi mati nejevolna. V tistem $ dandanes. Tako se je zgodilo tudi ob tej priliki. Komaj mati reče sinu ježek,",1
"je bil grofovski grad. Zgodi pa se, da gre nekoč grof na lov in $ Slednjič ga zajame utrujenost in sede prav pod ježevo hruško. Grof počiva pod hruško, $ prične lepo žvižgati. - Kaj pa ti, ježek? ga vpraša grof. Zakaj si tako",0
"Še grofa ne maram, pa bi vzela ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, $ - Premlada si še za ženitev, prepusti ga meni, pravi najstarejša najmlajši sestrici nevesti.",0
"vzela ježa! se oglasi najstarejša zaničljivo. - Kralja čakam, de druga in se smeje. $ - Jaz ga vzamem. Saj ti si še otrok, pristavi druga. Janček pa vesel",0
"vzamem za moža zato, ker si rešil mojega očeta, pravi najmlajša. Grof zapreže v",1
"Malemu Jožku se je sanjalo, $ grem,« je rekla lastavica. »Ti bom vjel muho,« je silil Joško. »Jih znam sama $ »Zato ker si poreden.« »Nisem ne poreden,« se je branil Joško. »Kdo je bil $ je bil pa včeraj našeškan, kdo?« se je smejala lastavica. Joško je napravil majhno $ ve?« se je spet smejala lastavica. Zdaj je bilo pa Jošku preveč Namršil je $ so bile strašne in so postajale vedno večje ... Toda Joško je kmalu videl $ je zijalo in ga hotelo pogoltniti. In — — — Joško se je prebudil,",1
