review,sentiment
"je privila izpod mize bela kača z lepo krono na glavi $ lepega ptička. Ko se je kača najedla, je stresla lepo kronico $ v luknjo. Brž, ko je kača izginila, je mati skočila v $ rod, ki je z belo kačo prijazno in lepo ravnal.",1
"kmetica in je imela majhne otroke. Hodila je na polje delat, $ Hodila je na polje delat, otroke pa je puščala doma ter $ mati hvalila, dn so pridni. Otroci pa so rekli: - Saj $ ji je čudno zdelo, da otroci pripovedujejo o lepem belem ptičku.",1
"skrinjo, kjer so imeli prejo. Ded je pozimi prejo vil. Vso",1
"vse pojedli, zato jih je mati hvalila, dn so pridni. Otroci $ hodi tudi lep ptiček jest. Mati si je mislila, da prihaja $ se zvila najmlajšemu v naročje. Mati je bila vsa trda od $ ko je kača izginila, je mati skočila v vežo in spravila",1
"močjo bodisi z zvijačo premagati zmaja, bo dobil ta stolp in $ in ves kraj, kjer gospoduje zmaj, bo zmagovalčeva last, če je $ če je v bližini zaslišal zmajev glas. Vendar so morali poskusiti $ moč, in šli so nad zmaja. Vzamejo silnega bika in močan, $ mehko meso. Zdaj zgrabi ujeti zmaj ubogo žival z ostrimi kremplji,",0
"gričih. Veselo prepevaje je gnal pastir svojo čredo na pašo, toda $ in vriskanje zadovoljnih in brezskrbnih pastirjev se je razlegalo po prijaznih",1
To je bilo težko vprašanje. Poglavar je najpogumnejšemu izmed svojih hlapcev $ so šli na nevaren lov. Poglavar je namreč rekel: Kdor si,1
"pa zaklenili njo in eno mačko; samo lino so ji odprto $ vselej, ko nogo vzdigne, skoči mačka na lino in začne tako $ Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, $ vsi s pasjeglavci zmenjeni. Daj mački kos mesa, in kadar ga $ po njegovem svetu: dala je mački mesa, ji v hipu odrezala $ doli po zidu, vidi kosorepo mačko počasi in klavrno lesti po $ vršičkom dotikalo strehe, in videč mačko po drevesu priti do tal, $ domov in zagledajo kosorepo krvavo mačko. Brž uganejo, kaj je to,",0
"bi še kdaj prišla k očetu domov. Večkrat je mislila skozi $ mlada? jo nagovori dedec. K očetu bi šla rada, pravi deklica. $ ona pritekla že blizu do očetovega doma. Oče njen je imel $ je klicala ter klicala, pa očeta ni bilo in že je $ sekiro, ki jo je bil oče ravno prejšnji dan nasadil, in $ prvemu. Ko je drugo jutro oče kovač prišel žalosten domov, je",1
"Tačas, ko so bili še pasjeglavci po teh krajih, je plela $ žive duše in le včasih pasjeglavce, ki so na noč zahajali $ vragov, ki so vsi s pasjeglavci zmenjeni. Daj mački kos mesa, $ Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo $ pride: Morda bi me zasledili pasjeglavci in še huje bi mi $ naredi, kar zasliši zunaj govoriti pasjeglavce. Po sledu so bili za $ sama noter prišla. Kmalu izvohajo pasjeglavci to luknjo in eden prikaže $ na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",0
