review,sentiment
"Kmalu se je privila izpod mize bela kača z lepo krono na glavi ter se zvila najmlajšemu v naročje. $ Ko se je kača najedla, je stresla lepo kronico z glave in se spet izgubila v luknjo. $ Brž, ko je kača izginila, je mati skočila v vežo in spravila otroke na varno; seveda ni pozabila pobrati tudi krone. $ Imeli so kronico tako dolgo, dokler je bil pri hiši tisti rod, ki je z belo kačo prijazno in lepo ravnal.",1
"Bila je kmetica in je imela majhne otroke. Hodila je na polje delat, otroke pa je puščala doma ter jim v skledo dajala mleka, da medtem niso bili lačni. $ Hodila je na polje delat, otroke pa je puščala doma ter jim v skledo dajala mleka, da medtem niso bili lačni. $ Vselej so vse pojedli, zato jih je mati hvalila, dn so pridni. Otroci pa so rekli: - Saj ne jemo sami, k nam hodi tudi lep ptiček jest. $ Vendar se ji je čudno zdelo, da otroci pripovedujejo o lepem belem ptičku.",1
"Dala jo je v skrinjo, kjer so imeli prejo. Ded je pozimi prejo vil.",1
"Vselej so vse pojedli, zato jih je mati hvalila, dn so pridni. $ Otroci pa so rekli: - Saj ne jemo sami, k nam hodi tudi lep ptiček jest. Mati si je mislila, da prihaja kakšna mačka in je z otroki. $ Kmalu se je privila izpod mize bela kača z lepo krono na glavi ter se zvila najmlajšemu v naročje. Mati je bila vsa trda od strahu. $ Brž, ko je kača izginila, je mati skočila v vežo in spravila otroke na varno; seveda ni pozabila pobrati tudi krone.",1
"Poglavar je namreč rekel: Kdor si upa bodisi z močjo bodisi z zvijačo premagati zmaja, bo dobil ta stolp in še bogato plačilo zraven. $ Vsa zemlja in ves kraj, kjer gospoduje zmaj, bo zmagovalčeva last, če je suženj pa bo osvobojen. $ Vse zaman, tudi najpogumnejšega človeka je stresel mraz, če je v bližini zaslišal zmajev glas. $ Zbralo se jih je več skupaj, ker v slogi je moč, in šli so nad zmaja. Vzamejo silnega bika in močan, nazaj zakrivljen kavelj in oboje z železno verigo privežejo k stolpu. $ Zdaj zgrabi ujeti zmaj ubogo žival z ostrimi kremplji, toda dobil je, kar je zaslužil.",0
"Veselo prepevaje je gnal pastir svojo čredo na pašo, toda mnogokrat se je moral žalostnega srca vrniti k svoji koči. $ Veselo petje in vriskanje zadovoljnih in brezskrbnih pastirjev se je razlegalo po prijaznih gričih in zelenih gozdičih, toda strašno tuljenje, neprijazen glas, ki je vsakogar pretresel, se je slišal iz vedno meglene pustinje in odmeval v bližnjih gozdovih.",1
"To je bilo težko vprašanje. Poglavar je najpogumnejšemu izmed svojih hlapcev zapovedal preiskati tisti kraj in umoriti strašno pošast, naj velja, kar hoče. $ Zbralo se je nekaj pogumnih korenjakov, ki so šli na nevaren lov. Poglavar je namreč rekel: Kdor si upa bodisi z močjo bodisi z zvijačo premagati zmaja, bo dobil ta stolp in še bogato plačilo zraven.",1
"Tam notri ni videla žive duše in le včasih pasjeglavce, ki so na noč zahajali domov, podnevi pa zaklenili njo in eno mačko; samo lino so ji odprto pustili, da je sonce sijalo skoznjo. $ Pa vselej, ko nogo vzdigne, skoči mačka na lino in začne tako jezno renčati in brusiti kremplje, da je bilo deklico strah. $ Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni. $ Daj mački kos mesa, in kadar ga bo pobirala, odreži ji rep, vrzi ga čez glavo devet komolcev daleč skozi lino in nič več ti ne bo branila. $ Storila je po njegovem svetu: dala je mački mesa, ji v hipu odrezala rep, ga vrgla devet komolcev daleč čez glavo in huda žival se je tiho potuhnila v kot. $ Deklica spleza precej v mraku skozi lino na streho, in ko ni vedela ne kam ne kod doli po zidu, vidi kosorepo mačko počasi in klavrno lesti po vrhu slemena na drugi konec poslopja. $ Leze za njo in pride do drevesa, ki se je z vršičkom dotikalo strehe, in videč mačko po drevesu priti do tal, pleza še ona in srečno uteče. $ Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo krvavo mačko. Brž uganejo, kaj je to, in dvanajst jih poišče sled in teče za ubežno deklico.",0
"Tam notri je venomer jokala in boga prosila, da bi še kdaj prišla k očetu domov. $ K očetu bi šla rada, pravi deklica. $ Medtem je bila ona pritekla že blizu do očetovega doma. $ Dolgo je klicala ter klicala, pa očeta ni bilo in že je mislila pred kovačnico na klopi zaspati. $ Brž podpre vrata še bolj z železom, zasloni okno, v roke pa vzame široko sekiro, ki jo je bil oče ravno prejšnji dan nasadil, in pristopi k luknji, skozi katero je bila sama noter prišla. $ Ko je drugo jutro oče kovač prišel žalosten domov, je našel hčer in na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",1
"Tačas, ko so bili še pasjeglavci po teh krajih, je plela neki dan lepa deklica sama na njivi. $ Tam notri ni videla žive duše in le včasih pasjeglavce, ki so na noč zahajali domov, podnevi pa zaklenili njo in eno mačko; samo lino so ji odprto pustili, da je sonce sijalo skoznjo. $ Zato ne pusti, ker ima mačka v repu devet peklenskih vragov, ki so vsi s pasjeglavci zmenjeni. $ Noč se je bila storila; pasjeglavci pridejo domov in zagledajo kosorepo krvavo mačko. $ Kar ji na misel pride: Morda bi me zasledili pasjeglavci in še huje bi mi bilo. $ Komaj si notri oddahne in luč naredi, kar zasliši zunaj govoriti pasjeglavce. Po sledu so bili za njo prišli. $ Kmalu izvohajo pasjeglavci to luknjo in eden prikaže pasjo glavo v kovačnico. $ Ko je drugo jutro oče kovač prišel žalosten domov, je našel hčer in na klopi v kovačnici dvanajst pasjeglavcev, ki jih je hči pobila.",0
